measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,523,Alabama,3,Both,22,All ages,432,Cervical cancer,170,Unsafe sex,2,Percent,1990,1.0,1.0,1.0
1,Deaths,524,Alaska,3,Both,22,All ages,423,Larynx cancer,98,Tobacco,2,Percent,1990,0.8063990195397285,0.851444824543712,0.7465392366095627
1,Deaths,524,Alaska,3,Both,22,All ages,474,Bladder cancer,98,Tobacco,2,Percent,1990,0.3290686576908015,0.3855026806822911,0.2705612088394082
1,Deaths,526,Arkansas,3,Both,22,All ages,429,Breast cancer,105,High fasting plasma glucose,2,Percent,1990,0.0557378759956492,0.0959636556954424,0.0348542184515459
1,Deaths,524,Alaska,3,Both,22,All ages,474,Bladder cancer,105,High fasting plasma glucose,2,Percent,1990,0.0965015959954099,0.153002693730513,0.0560346914141901
1,Deaths,525,Arizona,3,Both,22,All ages,447,Nasopharynx cancer,98,Tobacco,2,Percent,1990,0.2752339215032332,0.3619066569154788,0.2065925564285541
1,Deaths,523,Alabama,3,Both,22,All ages,438,Prostate cancer,98,Tobacco,2,Percent,1990,0.0440173361840319,0.0739228539695956,0.0198919461242829
1,Deaths,526,Arkansas,3,Both,22,All ages,429,Breast cancer,102,High alcohol use,2,Percent,1990,0.0295699563040892,0.054174948167996,0.0118162512652757
1,Deaths,524,Alaska,3,Both,22,All ages,423,Larynx cancer,102,High alcohol use,2,Percent,1990,0.1651392614603647,0.3756872996139396,0.0229364110392821
1,Deaths,528,Colorado,3,Both,22,All ages,471,Kidney cancer,98,Tobacco,2,Percent,1990,0.1339633417215469,0.2025455627508262,0.0803455700159071
1,Deaths,528,Colorado,3,Both,22,All ages,414,Stomach cancer,110,Dietary risks,2,Percent,1990,0.0648445020864799,0.3818378305359726,-4.109e-13
1,Deaths,524,Alaska,3,Both,22,All ages,423,Larynx cancer,126,Occupational risks,2,Percent,1990,0.112158543403355,0.1542513216122665,0.0702595310305796
1,Deaths,523,Alabama,3,Both,22,All ages,456,Pancreatic cancer,108,High body-mass index,2,Percent,1990,0.0144154047451092,0.0463208598713337,-0.0217493277275861
1,Deaths,523,Alabama,3,Both,22,All ages,432,Cervical cancer,98,Tobacco,2,Percent,1990,0.2343476814944356,0.3294532939715602,0.1412682284577482
1,Deaths,525,Arizona,3,Both,22,All ages,417,Liver cancer,108,High body-mass index,2,Percent,1990,0.128363867880478,0.2003104547124533,0.0572130557348347
1,Deaths,525,Arizona,3,Both,22,All ages,447,Nasopharynx cancer,126,Occupational risks,2,Percent,1990,0.0015481310802327,0.0021553000219635,0.0011175829796732
1,Deaths,525,Arizona,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",85,Air pollution,2,Percent,1990,0.1252447017243456,0.2170257920246846,0.0451347829279489
1,Deaths,523,Alabama,3,Both,22,All ages,411,Esophageal cancer,98,Tobacco,2,Percent,1990,0.536323544765,0.6345343398953626,0.4417728258756349
1,Deaths,528,Colorado,3,Both,22,All ages,414,Stomach cancer,102,High alcohol use,2,Percent,1990,0.0136670678993058,0.0209687950503169,-0.0097750662780273
1,Deaths,525,Arizona,3,Both,22,All ages,417,Liver cancer,102,High alcohol use,2,Percent,1990,0.2990294389495916,0.3320491577844615,0.2685594082172874
1,Deaths,524,Alaska,3,Both,22,All ages,480,Thyroid cancer,108,High body-mass index,2,Percent,1990,0.1554484467621996,0.2082231332727199,0.1112151746420766
1,Deaths,526,Arkansas,3,Both,22,All ages,429,Breast cancer,108,High body-mass index,2,Percent,1990,0.0760209001623557,0.1417889360003117,0.004567724854543
1,Deaths,529,Connecticut,3,Both,22,All ages,414,Stomach cancer,98,Tobacco,2,Percent,1990,0.1330016595294307,0.168835497858276,0.1029823788254698
1,Deaths,528,Colorado,3,Both,22,All ages,444,Lip and oral cavity cancer,102,High alcohol use,2,Percent,1990,0.102416971470606,0.1397966899890776,0.0389396617388719
1,Deaths,526,Arkansas,3,Both,22,All ages,429,Breast cancer,110,Dietary risks,2,Percent,1990,0.1351372988165367,0.2899631758935567,-2.263308477e-07
1,Deaths,523,Alabama,3,Both,22,All ages,438,Prostate cancer,102,High alcohol use,2,Percent,1990,0.0081504437312648,0.0329460207576733,0.000154969713516
1,Deaths,528,Colorado,3,Both,22,All ages,444,Lip and oral cavity cancer,98,Tobacco,2,Percent,1990,0.3653757509227244,0.4684387980756416,0.263088663977558
1,Deaths,527,California,3,Both,22,All ages,471,Kidney cancer,108,High body-mass index,2,Percent,1990,0.2006146922876376,0.3012932280409276,0.086755336039911
1,Deaths,527,California,3,Both,22,All ages,429,Breast cancer,125,Low physical activity,2,Percent,1990,0.0208407160749533,0.0380052688073598,0.004139302260711
1,Deaths,526,Arkansas,3,Both,22,All ages,411,Esophageal cancer,98,Tobacco,2,Percent,1990,0.5228623052917268,0.6282844123462996,0.414907246457475
1,Deaths,525,Arizona,3,Both,22,All ages,450,Other pharynx cancer,98,Tobacco,2,Percent,1990,0.4657435673962548,0.5454514954191494,0.371699729866096
1,Deaths,527,California,3,Both,22,All ages,423,Larynx cancer,98,Tobacco,2,Percent,1990,0.7764357795569907,0.8286131166080904,0.7171919544542635
1,Deaths,528,Colorado,3,Both,22,All ages,447,Nasopharynx cancer,98,Tobacco,2,Percent,1990,0.2664130303030944,0.3497665326248123,0.2010440394906136
1,Deaths,525,Arizona,3,Both,22,All ages,450,Other pharynx cancer,102,High alcohol use,2,Percent,1990,0.1916347530659866,0.2971924487298111,0.0735200041926162
1,Deaths,528,Colorado,3,Both,22,All ages,471,Kidney cancer,126,Occupational risks,2,Percent,1990,0.0001996758746013,0.0003686978712533,4.41457156004e-05
1,Deaths,527,California,3,Both,22,All ages,474,Bladder cancer,105,High fasting plasma glucose,2,Percent,1990,0.0923565615701531,0.1444200622277175,0.0550622215192794
1,Deaths,523,Alabama,3,Both,22,All ages,411,Esophageal cancer,102,High alcohol use,2,Percent,1990,0.1752464359076309,0.48767892954335,-0.0042863622174184
1,Deaths,527,California,3,Both,22,All ages,423,Larynx cancer,126,Occupational risks,2,Percent,1990,0.0971548948089632,0.1345879506985836,0.0587114907121698
1,Deaths,523,Alabama,3,Both,22,All ages,411,Esophageal cancer,110,Dietary risks,2,Percent,1990,0.2144200871203494,0.4245606728168918,-0.0405723463311137
1,Deaths,524,Alaska,3,Both,22,All ages,414,Stomach cancer,98,Tobacco,2,Percent,1990,0.151811961067204,0.19123301861596,0.1179350705386874
1,Deaths,524,Alaska,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",89,Other environmental risks,2,Percent,1990,0.063870009555,0.2357084058336155,-0.0252514333489182
1,Deaths,526,Arkansas,3,Both,22,All ages,411,Esophageal cancer,110,Dietary risks,2,Percent,1990,0.2062415202642685,0.4140112721949693,-0.039269461761288
1,Deaths,523,Alabama,3,Both,22,All ages,465,Ovarian cancer,126,Occupational risks,2,Percent,1990,0.0310359918767214,0.0480665990149324,0.0141300456932685
1,Deaths,523,Alabama,3,Both,22,All ages,414,Stomach cancer,110,Dietary risks,2,Percent,1990,0.0647920304569716,0.3816913393743136,-3.741e-13
1,Deaths,528,Colorado,3,Both,22,All ages,417,Liver cancer,108,High body-mass index,2,Percent,1990,0.1312528405905318,0.2025477022078229,0.0580922543717384
1,Deaths,527,California,3,Both,22,All ages,474,Bladder cancer,98,Tobacco,2,Percent,1990,0.2924255416763132,0.3385479513194966,0.2435460354410245
1,Deaths,526,Arkansas,3,Both,22,All ages,432,Cervical cancer,98,Tobacco,2,Percent,1990,0.257919778857975,0.3703297122392667,0.1576131389513942
1,Deaths,526,Arkansas,3,Both,22,All ages,432,Cervical cancer,170,Unsafe sex,2,Percent,1990,1.0,1.0,1.0
1,Deaths,523,Alabama,3,Both,22,All ages,435,Uterine cancer,108,High body-mass index,2,Percent,1990,0.3456800211120341,0.438158982850334,0.2459862939908665
1,Deaths,524,Alaska,3,Both,22,All ages,438,Prostate cancer,110,Dietary risks,2,Percent,1990,-0.0016887725538614,0.0002547085839773,-0.0039541747685032
1,Deaths,528,Colorado,3,Both,22,All ages,417,Liver cancer,102,High alcohol use,2,Percent,1990,0.3110060616382043,0.3454468675546549,0.2786342574358118
1,Deaths,523,Alabama,3,Both,22,All ages,441,Colon and rectum cancer,98,Tobacco,2,Percent,1990,0.0439146502268692,0.0638152881815058,0.0271651275581377
1,Deaths,527,California,3,Both,22,All ages,423,Larynx cancer,102,High alcohol use,2,Percent,1990,0.1602931168152592,0.3678531112251523,0.0218646751481686
